新潟,,,,,,,,,,,,,,,,,,,,
,施設名,実施場所名,施設住所,広さ,屋内・屋外,発注先,金額（平日）,金額（土日祝日）,通信催事可否,机貸出,椅子貸出,電源貸出,注意事項,AGでの手配実績,過去実施時代理店、店舗,AGでの過去実績（PIのみ 期間すべて）,過去トラブルなど,場所（Google Map）,その他備考,区画写真
,PLANT,PLANT-5刈羽②　屋外東側出入口横,,約11㎡,屋外,グラスト,"18,000","20,000",要確認,,,,"長机1,000円/台、椅子500円/台",,,,,,,
,フレスポ,フレスポ新発田,新発田市富塚町3丁目12番13号,16.5坪,屋内（風除室含む）,グラスト,"18,000","22,000",要確認,,,,,,,,,,,
,フレスポ,フレスポ横越,新潟市江南区横越上町５丁目４９９－１,12坪,屋内（風除室含む）,グラスト,"18,000","22,000",要確認,,,,電源無し,,,,,,,
,フレスポ,フレスポ赤道,新潟市東区上王瀬町2,12坪,屋内（風除室含む）,グラスト,"18,000","22,000",要確認,,,,電源無し,,,,,,,
,コメリ,コメリハード&グリーン水原,阿賀野市上中６２,1.8m×1.8m～,屋内（風除室含む）,グラスト,"25,000","25,000",要確認,,,,契約行為不可,,,,,,,
,コメリ,コメリハード&グリーン小出,魚沼市中原字土井下２４６－１,1.8m×1.8m～,屋内（風除室含む）,グラスト,"25,000","25,000",要確認,,,,契約行為不可,,,,,,,
,コメリ,コメリパワー小千谷,小千谷市千谷川４丁目４３７,1.8m×1.8m～,屋内（風除室含む）,グラスト,"25,000","25,000",要確認,,,,契約行為不可,,,,,,,
,コメリ,コメリパワー新発田,新発田市舟入９７１,1.8m×1.8m～,屋内（風除室含む）,グラスト,"25,000","25,000",要確認,,,,契約行為不可,,,,,,,
,コメリ,コメリハード&グリーン上越国分,上越市五智国分１８－２,1.8m×1.8m～,屋内（風除室含む）,グラスト,"25,000","25,000",要確認,,,,契約行為不可,,,,,,,
,コメリ,コメリハード&グリーン上越,上越市大字富岡字宮下５３１－６,1.8m×1.8m～,屋内（風除室含む）,グラスト,"25,000","25,000",要確認,,,,契約行為不可,,,,,,,
,コメリ,コメリパワー上越高田インター,上越市上中田２０１９番地,1.8m×1.8m～,屋内（風除室含む）,グラスト,"25,000","25,000",要確認,,,,契約行為不可,,,,,,,
,コメリ,コメリパワー長岡,長岡市寺島町１８７番地１,1.8m×1.8m～,屋内（風除室含む）,グラスト,"25,000","25,000",要確認,,,,契約行為不可,,,,,,,
,コメリ,コメリパワー河渡,新潟市東区河渡庚３２０,1.8m×1.8m～,屋内（風除室含む）,グラスト,"25,000","25,000",要確認,,,,契約行為不可,,,,,,,
,コメリ,コメリハード&グリーン黒埼,新潟市西区山田４２８－２,1.8m×1.8m～,屋内（風除室含む）,グラスト,"25,000","25,000",要確認,,,,契約行為不可,,,,,,,
,コメリ,コメリパワー新潟西,新潟市西区亀貝３２６８,1.8m×1.8m～,屋内（風除室含む）,グラスト,"25,000","25,000",要確認,,,,契約行為不可,,,,,,,
,コメリ,コメリハード&グリーン巻,新潟市西蒲区巻甲４８６９,1.8m×1.8m～,屋内（風除室含む）,グラスト,"25,000","25,000",要確認,,,,契約行為不可,,,,,,,
,コメリ,コメリハード&グリーン見附,見附市市野坪町字浦８３４,1.8m×1.8m～,屋内（風除室含む）,グラスト,"25,000","25,000",要確認,,,,契約行為不可,,,,,,,
,コメリ,コメリハード&グリーン村上,村上市村上字丸山５７２,1.8m×1.8m～,屋内（風除室含む）,グラスト,"25,000","25,000",要確認,,,,契約行為不可,,,,,,,
