東京,,,,,,,,,,,,,,,,,,,,,
,施設名,実施場所名,施設住所,広さ,屋内・屋外,発注先,金額（平日）,金額（土日祝日）,通信催事可否,机貸出,椅子貸出,電源貸出,注意事項,AGでの手配実績,過去実施時代理店、店舗,AGでの過去実績（PIのみ 期間すべて）,過去トラブルなど,場所（Google Map）,その他備考,区画写真,
,西友,西友花小金井,小平市花小金井1丁目2-23,6㎡程度,屋内（風除室含む）,場所とる,"25,000","25,000",要確認,,,,,,,,,,,,
,西友,西友吉祥寺,武蔵野市吉祥寺本町1丁目12-10,長机1台程度,屋外,場所とる,"31,000","31,000",要確認,,,,,,,,,,,,
,西友,西友錦糸町,墨田区江東橋4丁目27-14,6.6㎡程度,屋内（風除室含む）,場所とる,"27,000","55,000",要確認,,,,,,,,,,,,
,西友,西友国分寺,国分寺市本町2丁目10-2,14㎡程度,屋内（風除室含む）,場所とる,"25,000","25,000",要確認,,,,,,,,,,,,
,西友,西友浅草ROX食品館,台東区浅草1丁目25-15,要確認,屋内（風除室含む）,場所とる,"27,000","27,000",要確認,,,,,,,,,,,,
,西友,西友東大和①　1Fレジ前,小平市小川町1丁目396-1,2.16㎡程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,西友,西友東大和②　1F入口前軒先,小平市小川町1丁目396-1,1.8㎡程,屋外,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,西友,西友東大和③　1F入口横,小平市小川町1丁目396-1,5.76㎡程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,西友,西友東大和④　1F入口横催事スペース,小平市小川町1丁目396-1,6.6㎡程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,赤羽アピレ,赤羽アピレ①　1階イベントスペース①,北区赤羽西1丁目5−1,114㎡,屋内（風除室含む）,グラスト,"30,000","30,000",要確認,,,,,,,,,,,,
,赤羽アピレ,赤羽アピレ②　1階イベントスペース②,北区赤羽西1丁目5−1,47㎡,屋内（風除室含む）,グラスト,"30,000","30,000",要確認,,,,,,,,,,,,
,赤羽アピレ,赤羽アピレ③　地下1階イベントスペース,北区赤羽西1丁目5−1,7㎡,屋内（風除室含む）,グラスト,"30,000","30,000",要確認,,,,,,,,,,,,
,赤羽アピレ,赤羽アピレ④　3階イベントスペース,北区赤羽西1丁目5−1,53㎡,屋内（風除室含む）,グラスト,"30,000","30,000",要確認,,,,,,,,,,,,
,大学,東邦大学(大森キャンパス),大田区大森西5-21-16,長机＋α程度のスペース,,グラスト,都度確認,都度確認,要確認,,,,契約行為不可,,,,,,,,
,大学,青山学院大学(青山キャンパス),渋谷区渋谷4-4-25,長机＋α程度のスペース,,グラスト,,,要確認,,,,契約行為不可,,,,,,,,
,大学,亜細亜大学,武蔵野市境5-24-10,長机＋α程度のスペース,,グラスト,,,要確認,,,,契約行為不可,,,,,,,,
,大学,桜美林大学(町田キャンパス),町田市常盤町3758,長机＋α程度のスペース,,グラスト,都度確認,都度確認,要確認,,,,契約行為不可,,,,,,,,
,大学,お茶の水女子大学,文京区大塚2-1-1,長机＋α程度のスペース,,グラスト,都度確認,都度確認,要確認,,,,契約行為不可,,,,,,,,
,大学,学習院大学,豊島区目白1-5-1,長机＋α程度のスペース,,グラスト,都度確認,都度確認,要確認,,,,契約行為不可,,,,,,,,
,大学,慶應義塾大学(三田キャンパス),港区三田2-15-45,長机＋α程度のスペース,,グラスト,,,要確認,,,,契約行為不可,,,,,,,,
,大学,工学院大学(八王子キャンパス),八王子市中野町2665-1,長机＋α程度のスペース,,グラスト,都度確認,都度確認,要確認,,,,契約行為不可,,,,,,,,
,大学,國學院大学(渋谷キャンパス),渋谷区東4-10-28,長机＋α程度のスペース,,グラスト,,,要確認,,,,契約行為不可,,,,,,,,
,大学,国士舘大学(世田谷キャンパス),世田谷区世田谷4-28-1,長机＋α程度のスペース,,グラスト,都度確認,都度確認,要確認,,,,契約行為不可,,,,,,,,
,大学,駒沢女子大学,稲城市坂浜238,長机＋α程度のスペース,,グラスト,都度確認,都度確認,要確認,,,,契約行為不可,,,,,,,,
,大学,駒澤大学(駒沢キャンパス),世田谷区駒沢1-23-1,長机＋α程度のスペース,,グラスト,都度確認,都度確認,要確認,,,,契約行為不可,,,,,,,,
,大学,実践女子大学(日野キャンパス),日野市大坂上4-1-1,長机＋α程度のスペース,,グラスト,都度確認,都度確認,要確認,,,,契約行為不可,,,,,,,,
,大学,実践女子大学(渋谷キャンパス),渋谷区東1-1-49,長机＋α程度のスペース,,グラスト,,,要確認,,,,契約行為不可,,,,,,,,
,大学,上智大学(四谷キャンパス),千代田区紀尾井町7-1,長机＋α程度のスペース,,グラスト,,,要確認,,,,契約行為不可,,,,,,,,
,大学,昭和女子大学,世田谷区太子堂1-7,長机＋α程度のスペース,,グラスト,都度確認,都度確認,要確認,,,,契約行為不可,,,,,,,,
,大学,白百合女子大学,調布市緑ヶ丘1-25,長机＋α程度のスペース,,グラスト,,,要確認,,,,契約行為不可,,,,,,,,
,大学,成蹊大学,武蔵野市吉祥寺北町3-3-1,長机＋α程度のスペース,,グラスト,,,要確認,,,,契約行為不可,,,,,,,,
,大学,成城大学,世田谷区成城6-1-20,長机＋α程度のスペース,,グラスト,都度確認,都度確認,要確認,,,,契約行為不可,,,,,,,,
,大学,創価大学,八王子市丹木町1-236,長机＋α程度のスペース,,グラスト,都度確認,都度確認,要確認,,,,契約行為不可,,,,,,,,
,大学,大正大学,豊島区西巣鴨3-20-1,長机＋α程度のスペース,,グラスト,都度確認,都度確認,要確認,,,,契約行為不可,,,,,,,,
,大学,拓殖大学(八王子国際キャンパス),八王子市館町815-1,長机＋α程度のスペース,,グラスト,都度確認,都度確認,要確認,,,,契約行為不可,,,,,,,,
,大学,拓殖大学(文京キャンパス),文京区小日向3-4-14,長机＋α程度のスペース,,グラスト,都度確認,都度確認,要確認,,,,契約行為不可,,,,,,,,
,大学,玉川大学,町田市玉川学園6-1-1,長机＋α程度のスペース,,グラスト,都度確認,都度確認,要確認,,,,契約行為不可,,,,,,,,
,大学,多摩美術大学(八王子キャンパス),八王子市鑓水2-1723,長机＋α程度のスペース,,グラスト,都度確認,都度確認,要確認,,,,契約行為不可,,,,,,,,
,大学,中央大学(後楽園キャンパス),文京区春日1-13-27,長机＋α程度のスペース,,グラスト,都度確認,都度確認,要確認,,,,契約行為不可,,,,,,,,
,大学,中央大学(多摩キャンパス),八王子市東中野742-1,長机＋α程度のスペース,,グラスト,都度確認,都度確認,要確認,,,,契約行為不可,,,,,,,,
,大学,東京学芸大学,小金井市貫井北町4-1-1,長机＋α程度のスペース,,グラスト,都度確認,都度確認,要確認,,,,契約行為不可,,,,,,,,
,大学,東京家政学院大学(千代田三番町キャンパス),千代田区三番町22,長机＋α程度のスペース,,グラスト,,,要確認,,,,契約行為不可,,,,,,,,
,大学,東京家政学院大学(町田キャンパス),町田市相原町2600,長机＋α程度のスペース,,グラスト,都度確認,都度確認,要確認,,,,契約行為不可,,,,,,,,
,大学,東京工科大学(八王子キャンパス),八王子市片倉町1404-1,長机＋α程度のスペース,,グラスト,都度確認,都度確認,要確認,,,,契約行為不可,,,,,,,,
,大学,東京工業大学(大岡山キャンパス),目黒区大岡山2-12-1,長机＋α程度のスペース,,グラスト,,,要確認,,,,契約行為不可,,,,,,,,
,大学,東京女子大学,杉並区善福寺2-6-1,長机＋α程度のスペース,,グラスト,都度確認,都度確認,要確認,,,,契約行為不可,,,,,,,,
,大学,東京大学(駒場キャンパス),目黒区駒場4-6-1,長机＋α程度のスペース,,グラスト,,,要確認,,,,契約行為不可,,,,,,,,
,大学,東京大学(本郷キャンパス),文京区本郷7-3-1,長机＋α程度のスペース,,グラスト,都度確認,都度確認,要確認,,,,契約行為不可,,,,,,,,
,大学,東京都市大学(世田谷キャンパス),世田谷区玉堤1-28-1,長机＋α程度のスペース,,グラスト,都度確認,都度確認,要確認,,,,契約行為不可,,,,,,,,
,大学,東京農業大学(世田谷キャンパス),世田谷区桜丘1-1-1,長机＋α程度のスペース,,グラスト,都度確認,都度確認,要確認,,,,契約行為不可,,,,,,,,
,大学,東京理科大学(神楽坂キャンパス),新宿区神楽坂1-3,長机＋α程度のスペース,,グラスト,都度確認,都度確認,要確認,,,,契約行為不可,,,,,,,,
,大学,日本女子大学,文京区目白台2-8-1,長机＋α程度のスペース,,グラスト,都度確認,都度確認,要確認,,,,契約行為不可,,,,,,,,
,大学,日本大学(江古田キャンパス),練馬区旭丘2-42-1,長机＋α程度のスペース,,グラスト,都度確認,都度確認,要確認,,,,契約行為不可,,,,,,,,
,大学,日本大学(桜上水キャンパス),世田谷区桜上水3-25-40,長机＋α程度のスペース,,グラスト,都度確認,都度確認,要確認,,,,契約行為不可,,,,,,,,
,大学,日本大学(祖師谷キャンパス),世田谷区砧5-2-1,長机＋α程度のスペース,,グラスト,都度確認,都度確認,要確認,,,,契約行為不可,,,,,,,,
,大学,明治大学(和泉キャンパス),杉並区永福1-9-1,長机＋α程度のスペース,,グラスト,都度確認,都度確認,要確認,,,,契約行為不可,,,,,,,,
,大学,明治大学(駿河台キャンパス),千代田区神田駿河台1-1,長机＋α程度のスペース,,グラスト,,,要確認,,,,契約行為不可,,,,,,,,
,大学,明星大学,日野市程久保2-1-1,長机＋α程度のスペース,,グラスト,都度確認,都度確認,要確認,,,,契約行為不可,,,,,,,,
,大学,立教大学(池袋キャンパス),豊島区西池袋3-34-1,長机＋α程度のスペース,,グラスト,都度確認,都度確認,要確認,,,,契約行為不可,,,,,,,,
,大学,早稲田大学(戸山キャンパス),新宿区戸山1-24-1,長机＋α程度のスペース,,グラスト,都度確認,都度確認,要確認,,,,契約行為不可,,,,,,,,
,大学,早稲田大学(西早稲田キャンパス),新宿区大久保3-4-1,長机＋α程度のスペース,,グラスト,都度確認,都度確認,要確認,,,,契約行為不可,,,,,,,,
,大学,早稲田大学(早稲田キャンパス),新宿区西早稲田1-6-1,長机＋α程度のスペース,,グラスト,都度確認,都度確認,要確認,,,,契約行為不可,,,,,,,,
,大東京綜合卸売センター,大東京綜合卸売センター,府中市矢崎町4−1,32㎡,屋内（風除室含む）,グラスト,"20,000","20,000",要確認,,,,水曜日、日曜日、祝日は申請不可,,,,,,,,
,調布アミックスビル,調布アミックスビル,調布市小島町一丁目35番地5,長机4～5台分,屋外,場所とる,"40,000","80,000",要確認,,,,電源無し,,,,,,,,
,東急ストア,東急ストア大森,大田区大森北１丁目６−１６ アトレ大森,長机1台分程,屋内（風除室含む）,グラスト,"50,000","50,000",要確認,,,,,,,,,,,,
,東急ストア,東急ストアフードステーション旗の台,品川区旗の台5-5-6,長机1台分程,屋外,場所とる,"45,000","45,000",要確認,,,,,,,,,,,,
,東急スポーツオアシス,東急スポーツオアシス聖路加ガーデン,中央区明石町８ 聖路加タワー B2F,長机1～2台分,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,,
,東急スポーツオアシス,東急スポーツオアシス十条24Plus,北区上十条2-13-1 ガーデニアビル2F,長机1～2台分,屋内（風除室含む）,グラスト,"35,000","35,000",要確認,,,,,,,,,,,,
,東急スポーツオアシス,東急スポーツオアシス本駒込,文京区本駒込2-28-12,長机1～2台分,屋内（風除室含む）,グラスト,"35,000","35,000",要確認,,,,,,,,,,,,
,東急スポーツオアシス,東急スポーツオアシス雪谷24Plus,大田区北嶺町43-18,長机1～2台分,屋内（風除室含む）,グラスト,"35,000","35,000",要確認,,,,,,,,,,,,
,東急スポーツオアシス,東急スポーツオアシス赤塚24Plus,板橋区赤塚新町2-6-2,長机1～2台分,屋内（風除室含む）,グラスト,"35,000","35,000",要確認,,,,,,,,,,,,
,東急プラザ,東急プラザ蒲田,東京都大田区西蒲田7-69-1,約28㎡程度,屋内（風除室含む）,場所とる,"48,000","48,000",要確認,,,,,,,,,,,,
,東急プラザ,東急プラザ渋谷,渋谷区道玄坂1-2-3 渋谷フクラス 内,約16㎡程度,屋内（風除室含む）,場所とる,"105,000","105,000",要確認,,,,,,,,,,,,
,八雲堂書店,八雲堂書店①　2階スペース,目黒区中根１丁目３−３,2.5㎡,屋内（風除室含む）,グラスト,"21,825","21,825",要確認,,,,,,,,,,,,
,八雲堂書店,八雲堂書店②　1階スペース,目黒区中根１丁目３−３,0.5㎡,屋内（風除室含む）,グラスト,"11,300","11,300",要確認,,,,,,,,,,,,
,不二屋書店,不二屋書店,目黒区自由が丘2-11-3,1.8㎡,屋外,グラスト,"41,000","46,250",要確認,,,,,,,,,,,,
,文雄堂書店,文雄堂書店,練馬区関町北2-27-12,2.4㎡,屋内（風除室含む）,グラスト,"23,650","23,650",要確認,,,,,,,,,,,,
,明屋書店,中野ブロードウェイ,中野区中野5丁目52番地15中野ブロードウェイ3F,1.0㎡,屋内（風除室含む）,グラスト,"22,600","25,750",要確認,,,,,,,,,,,,
,明昭館書店,明昭館書店,品川区戸越2-1-4,2.0㎡,屋内（風除室含む）,グラスト,"35,750","41,000",要確認,,,,備品貸出不可,,,,,,,,
,両国駅,両国駅①　3番線ホーム,墨田区横網一丁目,約275.1㎡,屋外,グラスト,"600,000","600,000",要確認,,,,,,,,,,,,
,両国駅,両国駅②　ステーションギャラリー,墨田区横網一丁目,約165.54㎡,屋内（風除室含む）,グラスト,"300,000","300,000",要確認,,,,,,,,,,,,
,恋ヶ窪ショッピングセンター,恋ヶ窪ショッピングセンター①　1階入口前,国分寺市東恋ケ窪５丁目６,"2,2㎡",屋内（風除室含む）,自由市場,"19,000","24,000",要確認,無,無,有,,,,,,,,,
,恋ヶ窪ショッピングセンター,恋ヶ窪ショッピングセンター②　1階屋内駅側催事スペース,国分寺市東恋ケ窪５丁目６,"5,3㎡",屋内（風除室含む）,自由市場,"20,000","20,000",要確認,無,無,無,,,,,,,,,
,ライフ,ライフ南千住店,東京都荒川区南千住6-43-13,,屋内（風除室含む）,ライフ,"40,000","40,000",実施可能,,,,,,,,,,,,
,ライフ,ライフ東日暮里店,東京都荒川区東日暮里4-36-20,,屋内（風除室含む）,ライフ,"40,000","40,000",実施可能,,,,通信催事実施経歴なし。催事場所含め営業側で現地確認必須,,,,,,,,
,ライフ,ライフ新御徒町店,東京都台東区小島2-8-7,,,ライフ,"40,000","40,000",実施可能,,,,,,,,,,,,
,ライフ,ライフ浅草店,東京都台東区西浅草3-18-17,,,ライフ,"40,000","40,000",実施不可,,,,,,,,,,,,
,ライフ,ライフ竹の塚店,東京都足立区西伊興4-1-22,,,ライフ,"40,000","40,000",実施不可,,,,,,,,,,,,
,ライフ,ライフ扇大橋駅前店,東京都足立区扇2-26-1,,,ライフ,要確認,要確認,実施不可,,,,店舗規模がそこまで大きくない為過去に催事実施経験がなし。開催は恐らく可能だが実施場所含めて確認は必須,,,,,,,,
,ライフ,ライフ大谷田店,東京都足立区大谷田5-18-11,,屋内（風除室含む）,ライフ,"40,000","40,000",実施可能,,,,催事場所は要相談,,,,,,,,
,ライフ,ライフ奥戸街道店,東京都葛飾区奥戸2-14-25,,,ライフ,"40,000","40,000",実施可能,,,,,,,,,,,,
,ライフ,ライフ葛飾鎌倉店,東京都葛飾区鎌倉1-14-7,,,ライフ,"40,000","40,000",実施可能,,,,,,,,,,,,
,ライフ,ライフ水元店,東京都葛飾区水元2-11-5,,,ライフ,"40,000","40,000",実施可能,,,,,,,,,,,,
