埼玉,,,,,場所とる,"21,000","21,000",,,,,,,,,,,,,
,施設名,実施場所名,施設住所,広さ,屋内・屋外,発注先,金額（平日）,金額（土日祝日）,通信催事可否,机貸出,椅子貸出,電源貸出,注意事項,AGでの手配実績,過去実施時代理店、店舗,AGでの過去実績（PIのみ 期間すべて）,過去トラブルなど,場所（Google Map）,その他備考,区画写真
,ベニバナウォーク,ベニバナウォーク桶川①　フラワーコート,桶川市下日出谷東2-15-1,2㎡,屋内（風除室含む）,自由市場,"50,000","100,000",実施不可,,,,au実施不可,,,,,,,
,ベニバナウォーク,ベニバナウォーク桶川②　センターコート,桶川市下日出谷東2-15-1,75.6㎡,屋内（風除室含む）,自由市場,"80,000","150,000",実施不可,,,,au実施不可,,,,,,,
,マルイ,大宮マルイ,さいたま市大宮区桜木町2-3,2～3坪程度,屋内（風除室含む）,場所とる,"22,300","30,700",要確認,,,,,,,,,,,
,ベイシア,ベイシア寄居,大里郡寄居町大字富田1849-1,約4坪,屋内（風除室含む）,場所取る,"18,000","23,000",実施不可,,,,通信NG、ウォーターサーバー催事不可,,,,,,,
,ベイシア,ベイシア鶴ヶ島①　食品入口ｶﾞﾗｽ面（レジ側）,鶴ヶ島市三ツ木新町2-5-15,約2坪,屋内（風除室含む）,場所取る,"40,000","40,000",実施不可,,,,通信NG、ウォーターサーバー催事不可,,,,,,,
,ベイシア,ベイシア鶴ヶ島②　SC側入り口ガラス面（レジ側）,鶴ヶ島市三ツ木新町2-5-15,約2坪,屋内（風除室含む）,場所取る,"30,000","30,000",実施不可,,,,通信NG、ウォーターサーバー催事不可,,,,,,,
,ベイシア,ベイシア鶴ヶ島③　ｴｽｶﾚｰﾀｰ昇降口（乗り場前）,鶴ヶ島市三ツ木新町2-5-15,約2坪,屋内（風除室含む）,場所取る,"30,000","30,000",実施不可,,,,通信NG、ウォーターサーバー催事不可,,,,,,,
,ベイシア,ベイシアフードセンター川島ｲﾝﾀｰ,比企郡川島町上伊草1175-1,,屋内（風除室含む）,グラスト,"30,000","30,000",要確認,要確認,要確認,要確認,通信催事可能、ウォーターサーバー催事不可,,,,,,,
,ベイシア,ベイシアフードセンター行田,行田市持田１０８０,平台1台程度,屋内（風除室含む）,場所取る,"18,000","23,000",要確認,,,,,,,,,,,
,ベイシア,ベイシアフードセンター深谷川本,深谷市長在家1760-1,長机1～2台程度,屋内（風除室含む）,場所取る,"18,000","23,000",要確認,,,,,,,,,,,
